Date, Open, High, Low, Close
01/25/18, 3609.52, 3609.63, 3565.27, 3572.62
01/24/18, 3591.48, 3611.69, 3581.33, 3609.24
01/23/18, 3577.22, 3594.70, 3575.98, 3592.08
01/22/18, 3551.96, 3569.43, 3541.98, 3569.43
01/19/18, 3515.52, 3552.04, 3514.71, 3550.36
01/18/18, 3555.54, 3561.45, 3517.90, 3521.31
01/17/18, 3543.36, 3549.22, 3534.89, 3541.91
01/16/18, 3537.08, 3557.04, 3527.73, 3550.21
01/15/18, 3532.01, 3539.17, 3528.64, 3536.41
01/12/18, 3527.55, 3530.69, 3516.73, 3520.56
01/11/18, 3523.94, 3523.94, 3511.62, 3512.68
01/10/18, 3518.76, 3523.46, 3511.03, 3520.45
01/09/18, 3514.76, 3531.56, 3514.52, 3524.65
01/08/18, 3498.62, 3514.76, 3494.54, 3512.18
01/05/18, 3502.34, 3503.68, 3480.22, 3489.45
01/04/18, 3476.43, 3501.16, 3465.95, 3501.16
01/03/18, 3434.70, 3468.19, 3432.87, 3464.28
01/02/18, 3406.48, 3433.82, 3403.87, 3430.30
